Tool ,Cutting speed (V),Feed (F),Depth of Cut (D),a,(F) ^ a,b,(D) ^ b,V * Fa * Db,RHS,n,1/n,Tool Life (min),Tool failure (min)
8319,900,0.12,0.27,0.6,0.280226206,0.15,0.821683497,207.2315244,4.883426896,0.33,3.03030303,122.1924908,103.43
8320,800,0.11,0.28,0.6,0.265971811,0.15,0.826178149,175.7920792,5.756800902,0.33,3.03030303,201.1775076,197.19
8321,1200,0.2,0.3,0.6,0.380730788,0.15,0.834772605,381.3883578,2.653463273,0.33,3.03030303,19.24341134,11.7
8322,700,0.11,0.29,0.6,0.265971811,0.15,0.830538367,154.6298558,6.544661087,0.33,3.03030303,296.7463177,282.02
8323,1000,0.14,0.26,0.6,0.30738086,0.15,0.817045048,251.1440096,4.029560576,0.33,3.03030303,68.25181561,57.49
8324,800,0.1,0.21,0.6,0.251188643,0.15,0.791284929,159.0094302,6.364402407,0.33,3.03030303,272.6648691,272.02
8325,700,0.2,0.22,0.6,0.380730788,0.15,0.796825827,212.3632874,4.765418791,0.33,3.03030303,113.4623401,99.24
8326,1100,0.19,0.24,0.6,0.369191897,0.15,0.807293929,327.8510146,3.086767937,0.33,3.03030303,30.43304411,28.76
8327,1200,0.16,0.27,0.6,0.333021283,0.15,0.821683497,328.3657109,3.081929588,0.33,3.03030303,30.28872179,24.8
8328,900,0.15,0.2,0.6,0.32037215,0.15,0.78551503,226.491425,4.468160329,0.33,3.03030303,93.34415229,73.97
8329,900,0.1,0.29,0.6,0.251188643,0.15,0.830538367,187.759625,5.389870161,0.33,3.03030303,164.7797917,157.24
8330,1000,0.1,0.29,0.6,0.251188643,0.15,0.830538367,208.6218055,4.850883145,0.33,3.03030303,119.7415532,100.99
8331,1200,0.19,0.21,0.6,0.369191897,0.15,0.791284929,350.5631809,2.886783482,0.33,3.03030303,24.84245895,13.59
8332,700,0.17,0.26,0.6,0.345357867,0.15,0.817045048,197.5210543,5.123504447,0.33,3.03030303,141.3199211,135.55
8333,1000,0.18,0.23,0.6,0.357407369,0.15,0.802156626,286.6966897,3.52986287,0.33,3.03030303,45.69537275,39.69
8334,700,0.16,0.22,0.6,0.333021283,0.15,0.796825827,185.7519714,5.448125219,0.33,3.03030303,170.2361386,159.83
8335,1200,0.15,0.19,0.6,0.32037215,0.15,0.779494473,299.673984,3.37700319,0.33,3.03030303,39.95862337,38.68
8336,700,0.13,0.26,0.6,0.294012647,0.15,0.817045048,168.1551039,6.018253248,0.33,3.03030303,230.1609777,226.38
8337,900,0.16,0.27,0.6,0.333021283,0.15,0.821683497,246.2742832,4.10923945,0.33,3.03030303,72.42411189,72.03
8338,800,0.17,0.28,0.6,0.345357867,0.15,0.826178149,228.2616985,4.433507709,0.33,3.03030303,91.16766087,73.95
8339,1200,0.14,0.29,0.6,0.30738086,0.15,0.830538367,306.3499171,3.303412025,0.33,3.03030303,37.37785543,21.47
8340,1100,0.16,0.26,0.6,0.333021283,0.15,0.817045048,299.3027292,3.381192022,0.33,3.03030303,40.10900847,35.74
8341,1200,0.15,0.31,0.6,0.32037215,0.15,0.838888526,322.5078244,3.137908365,0.33,3.03030303,31.98677648,28.01
8342,800,0.19,0.28,0.6,0.369191897,0.15,0.826178149,244.0146226,4.147292442,0.33,3.03030303,74.47561907,72.79
8343,1000,0.12,0.19,0.6,0.280226206,0.15,0.779494473,218.4347791,4.632961857,0.33,3.03030303,104.1726498,85.51
8344,700,0.13,0.3,0.6,0.294012647,0.15,0.834772605,171.803592,5.890447274,0.33,3.03030303,215.6664776,198.08
8345,1000,0.12,0.26,0.6,0.280226206,0.15,0.817045048,228.9574343,4.420035553,0.33,3.03030303,90.3307559,81.33
8346,900,0.14,0.29,0.6,0.30738086,0.15,0.830538367,229.7624378,4.404549367,0.33,3.03030303,89.37511467,69.61
8347,1000,0.17,0.29,0.6,0.345357867,0.15,0.830538367,286.8329586,3.5281859,0.33,3.03030303,45.62961963,28.17
8348,800,0.14,0.31,0.6,0.30738086,0.15,0.838888526,206.2866212,4.905795608,0.33,3.03030303,123.8964719,113.5
8349,1100,0.19,0.25,0.6,0.369191897,0.15,0.812252396,329.8647033,3.067924485,0.33,3.03030303,29.87355209,28.09
8350,1100,0.12,0.22,0.6,0.280226206,0.15,0.796825827,245.6206266,4.120175142,0.33,3.03030303,73.00974661,59.45
8351,700,0.15,0.21,0.6,0.32037215,0.15,0.791284929,177.4539577,5.702887742,0.33,3.03030303,195.522361,177.9
8352,800,0.12,0.21,0.6,0.280226206,0.15,0.791284929,177.3910191,5.704911133,0.33,3.03030303,195.7326535,180.73
8353,900,0.16,0.21,0.6,0.333021283,0.15,0.791284929,237.1632501,4.267102933,0.33,3.03030303,81.18845946,79.18
8354,700,0.19,0.19,0.6,0.369191897,0.15,0.779494473,201.4481302,5.023625679,0.33,3.03030303,133.1357726,126.89
8355,1200,0.11,0.3,0.6,0.265971811,0.15,0.834772605,266.4311782,3.798354257,0.33,3.03030303,57.06238248,48.38
8356,1200,0.16,0.3,0.6,0.333021283,0.15,0.834772605,333.5964526,3.033605399,0.33,3.03030303,28.87234688,26.45
8357,900,0.1,0.22,0.6,0.251188643,0.15,0.796825827,180.1382385,5.617907717,0.33,3.03030303,186.8263739,185.9
8358,1000,0.16,0.22,0.6,0.333021283,0.15,0.796825827,265.3599592,3.813687653,0.33,3.03030303,57.76328468,46.08
8359,700,0.19,0.19,0.6,0.369191897,0.15,0.779494473,201.4481302,5.023625679,0.33,3.03030303,133.1357726,127.02
8360,800,0.16,0.23,0.6,0.333021283,0.15,0.802156626,213.7081831,4.735429339,0.33,3.03030303,111.3123923,109.97
8361,1200,0.2,0.2,0.6,0.380730788,0.15,0.78551503,358.8837075,2.819854953,0.33,3.03030303,23.13787895,13.22
8362,700,0.12,0.3,0.6,0.280226206,0.15,0.834772605,163.7476122,6.18024279,0.33,3.03030303,249.4517039,249.45
8363,700,0.13,0.22,0.6,0.294012647,0.15,0.796825827,163.9938092,6.170964656,0.33,3.03030303,248.3186106,244.17
8364,1100,0.19,0.25,0.6,0.369191897,0.15,0.812252396,329.8647033,3.067924485,0.33,3.03030303,29.87355209,28.44
8365,900,0.1,0.2,0.6,0.251188643,0.15,0.78551503,177.5812092,5.698801156,0.33,3.03030303,195.0981007,183.34
8366,700,0.11,0.23,0.6,0.265971811,0.15,0.802156626,149.3457357,6.77622294,0.33,3.03030303,329.7194016,315.03
8367,1000,0.16,0.26,0.6,0.333021283,0.15,0.817045048,272.0933902,3.719311224,0.33,3.03030303,53.53949928,48.9
8368,900,0.1,0.26,0.6,0.251188643,0.15,0.817045048,184.7091933,5.478882679,0.33,3.03030303,173.165196,155.47
8369,1000,0.1,0.31,0.6,0.251188643,0.15,0.838888526,210.7192705,4.802598252,0.33,3.03030303,116.1661433,114.05
8370,1000,0.18,0.21,0.6,0.357407369,0.15,0.791284929,282.811065,3.578360698,0.33,3.03030303,47.62452446,27.65
8371,1100,0.2,0.31,0.6,0.380730788,0.15,0.838888526,351.3297581,2.880484721,0.33,3.03030303,24.67856636,17.45
8372,1000,0.15,0.3,0.6,0.32037215,0.15,0.834772605,267.437894,3.784056122,0.33,3.03030303,56.41395819,44.94
8373,1000,0.18,0.23,0.6,0.357407369,0.15,0.802156626,286.6966897,3.52986287,0.33,3.03030303,45.69537275,27.76
8374,1000,0.18,0.24,0.6,0.357407369,0.15,0.807293929,288.5327994,3.507400206,0.33,3.03030303,44.81987865,29.06
8375,1000,0.12,0.26,0.6,0.280226206,0.15,0.817045048,228.9574343,4.420035553,0.33,3.03030303,90.3307559,72.9
8376,700,0.18,0.31,0.6,0.357407369,0.15,0.838888526,209.8774588,4.821861317,0.33,3.03030303,117.5838355,107.43
8377,700,0.16,0.27,0.6,0.333021283,0.15,0.821683497,191.5466647,5.283307865,0.33,3.03030303,155.104356,143.78
8378,900,0.12,0.31,0.6,0.280226206,0.15,0.838888526,211.5706942,4.78327116,0.33,3.03030303,114.7552944,96.31
8379,1200,0.15,0.28,0.6,0.32037215,0.15,0.826178149,317.6213638,3.186183662,0.33,3.03030303,33.50140719,17.61
8380,900,0.18,0.28,0.6,0.357407369,0.15,0.826178149,265.7539432,3.808033807,0.33,3.03030303,57.50417534,40.35
8381,1200,0.11,0.27,0.6,0.265971811,0.15,0.821683497,262.2535778,3.858860606,0.33,3.03030303,59.86166054,47.58
8382,1200,0.19,0.27,0.6,0.369191897,0.15,0.821683497,364.0306669,2.779985568,0.33,3.03030303,22.16069918,21.49
8383,800,0.11,0.23,0.6,0.265971811,0.15,0.802156626,170.6808408,5.929195073,0.33,3.03030303,219.9942503,209.5
8384,700,0.14,0.29,0.6,0.30738086,0.15,0.830538367,178.7041183,5.662992043,0.33,3.03030303,191.406829,186.59
8385,1100,0.11,0.25,0.6,0.265971811,0.15,0.812252396,237.6398653,4.258544747,0.33,3.03030303,80.69602949,71.1
8386,700,0.16,0.29,0.6,0.333021283,0.15,0.830538367,193.6108668,5.226979336,0.33,3.03030303,150.1472993,136.22
8387,700,0.17,0.2,0.6,0.345357867,0.15,0.78551503,189.8986565,5.329158292,0.33,3.03030303,159.2193399,153.98
8388,700,0.1,0.19,0.6,0.251188643,0.15,0.779494473,137.0601113,7.383621612,0.33,3.03030303,427.6805422,413.27
8389,900,0.19,0.27,0.6,0.369191897,0.15,0.821683497,273.0230001,3.706647423,0.33,3.03030303,52.98899596,51.21
8390,1100,0.11,0.31,0.6,0.265971811,0.15,0.838888526,245.4327708,4.12332875,0.33,3.03030303,73.17921798,66.74
8391,1200,0.16,0.19,0.6,0.333021283,0.15,0.779494473,311.5058993,3.248734622,0.33,3.03030303,35.53441763,29.67
8392,800,0.18,0.23,0.6,0.357407369,0.15,0.802156626,229.3573518,4.412328588,0.33,3.03030303,89.8543135,77.76
8393,1200,0.15,0.23,0.6,0.32037215,0.15,0.802156626,308.3863714,3.281597677,0.33,3.03030303,36.63489545,23.02
8394,1000,0.2,0.2,0.6,0.380730788,0.15,0.78551503,299.0697562,3.383825943,0.33,3.03030303,40.20376395,37.7
8395,700,0.2,0.29,0.6,0.380730788,0.15,0.830538367,221.3480687,4.571984774,0.33,3.03030303,100.0731341,95.07
8396,700,0.16,0.21,0.6,0.333021283,0.15,0.791284929,184.4603056,5.4862752,0.33,3.03030303,173.874189,162.45
8397,1200,0.2,0.19,0.6,0.380730788,0.15,0.779494473,356.1330537,2.841634579,0.33,3.03030303,23.68367967,3.74
8398,1100,0.17,0.22,0.6,0.345357867,0.15,0.796825827,302.7090744,3.343143915,0.33,3.03030303,38.75687071,21.72
8399,700,0.2,0.28,0.6,0.380730788,0.15,0.826178149,220.1860204,4.596113769,0.33,3.03030303,101.682159,90.71
8400,700,0.16,0.3,0.6,0.333021283,0.15,0.834772605,194.5979307,5.200466399,0.33,3.03030303,147.8512959,142.66
8401,1200,0.15,0.26,0.6,0.32037215,0.15,0.817045048,314.1101742,3.221799493,0.33,3.03030303,34.6491393,16.82
8402,1100,0.11,0.31,0.6,0.265971811,0.15,0.838888526,245.4327708,4.12332875,0.33,3.03030303,73.17921798,60.77
8403,900,0.11,0.22,0.6,0.265971811,0.15,0.796825827,190.7398877,5.305654796,0.33,3.03030303,157.1009304,144.07
8404,1100,0.1,0.29,0.6,0.251188643,0.15,0.830538367,229.4839861,4.409893768,0.33,3.03030303,89.70414436,70.74
8405,1000,0.11,0.23,0.6,0.265971811,0.15,0.802156626,213.3510509,4.743356058,0.33,3.03030303,111.877982,96.1
8406,1100,0.1,0.22,0.6,0.251188643,0.15,0.796825827,220.1689581,4.59646995,0.33,3.03030303,101.7060395,90.57
8407,700,0.16,0.24,0.6,0.333021283,0.15,0.807293929,188.1922419,5.377479911,0.33,3.03030303,163.6346008,159.52
8408,1200,0.16,0.29,0.6,0.333021283,0.15,0.830538367,331.9043431,3.049071279,0.33,3.03030303,29.32070958,21.47
8409,1100,0.1,0.25,0.6,0.251188643,0.15,0.812252396,224.4314351,4.509172254,0.33,3.03030303,95.96471858,94.4
8410,700,0.15,0.3,0.6,0.32037215,0.15,0.834772605,187.2065258,5.40579446,0.33,3.03030303,166.2594927,146.49
8411,1200,0.19,0.27,0.6,0.369191897,0.15,0.821683497,364.0306669,2.779985568,0.33,3.03030303,22.16069918,3.71
8412,1200,0.13,0.25,0.6,0.294012647,0.15,0.812252396,286.5749721,3.531362117,0.33,3.03030303,45.75421115,42.2
8413,700,0.16,0.27,0.6,0.333021283,0.15,0.821683497,191.5466647,5.283307865,0.33,3.03030303,155.104356,141.1
8414,800,0.15,0.27,0.6,0.32037215,0.15,0.821683497,210.5956067,4.805418383,0.33,3.03030303,116.3729752,107.33
8415,1100,0.14,0.2,0.6,0.30738086,0.15,0.78551503,265.5975141,3.810276626,0.33,3.03030303,57.6068678,42.85
8416,900,0.1,0.25,0.6,0.251188643,0.15,0.812252396,183.6257196,5.511210533,0.33,3.03030303,176.2799975,175.98
8417,700,0.17,0.26,0.6,0.345357867,0.15,0.817045048,197.5210543,5.123504447,0.33,3.03030303,141.3199211,140.59
8418,900,0.2,0.19,0.6,0.380730788,0.15,0.779494473,267.0997903,3.788846105,0.33,3.03030303,56.6306323,50.49
8419,900,0.17,0.3,0.6,0.345357867,0.15,0.834772605,259.4657573,3.900321994,0.33,3.03030303,61.83203232,54.04
8420,1200,0.11,0.2,0.6,0.265971811,0.15,0.78551503,250.7098266,4.036539029,0.33,3.03030303,68.610626,57.33
8421,1100,0.11,0.19,0.6,0.265971811,0.15,0.779494473,228.0559127,4.437508277,0.33,3.03030303,91.41717709,86.99
8422,700,0.12,0.29,0.6,0.280226206,0.15,0.830538367,162.9170312,6.211750808,0.33,3.03030303,253.3254741,253.18
8423,1200,0.11,0.28,0.6,0.265971811,0.15,0.826178149,263.6881188,3.837867268,0.33,3.03030303,58.88023673,55.74
8424,800,0.2,0.27,0.6,0.380730788,0.15,0.821683497,250.2721641,4.043597911,0.33,3.03030303,68.97485536,59.19
8425,700,0.18,0.31,0.6,0.357407369,0.15,0.838888526,209.8774588,4.821861317,0.33,3.03030303,117.5838355,110.54
8426,1000,0.19,0.26,0.6,0.369191897,0.15,0.817045048,301.6464112,3.354921399,0.33,3.03030303,39.17209665,32.34
8427,800,0.16,0.19,0.6,0.333021283,0.15,0.779494473,207.6705996,4.873101932,0.33,3.03030303,121.4112913,121.02
8428,1100,0.2,0.27,0.6,0.380730788,0.15,0.821683497,344.1242257,2.940798481,0.33,3.03030303,26.27796399,8.13
8429,1100,0.15,0.3,0.6,0.32037215,0.15,0.834772605,294.1816834,3.44005102,0.33,3.03030303,42.26240359,28.97
8430,1000,0.19,0.21,0.6,0.369191897,0.15,0.791284929,292.135984,3.464140179,0.33,3.03030303,43.16559689,31.2
8431,800,0.17,0.26,0.6,0.345357867,0.15,0.817045048,225.7383478,4.483066391,0.33,3.03030303,94.29099391,84.51
8432,700,0.11,0.3,0.6,0.265971811,0.15,0.834772605,155.4181873,6.51146444,0.33,3.03030303,292.2085701,279.47
8433,900,0.11,0.24,0.6,0.265971811,0.15,0.807293929,193.2456857,5.236856888,0.33,3.03030303,151.008759,136.51
8434,900,0.13,0.24,0.6,0.294012647,0.15,0.807293929,213.619162,4.737402724,0.33,3.03030303,111.4530184,105.18
8435,900,0.15,0.24,0.6,0.32037215,0.15,0.807293929,232.7710422,4.347619834,0.33,3.03030303,85.92027147,67.11
8436,1000,0.12,0.24,0.6,0.280226206,0.15,0.807293929,226.2249151,4.473424157,0.33,3.03030303,93.67778253,87.94
8437,800,0.15,0.3,0.6,0.32037215,0.15,0.834772605,213.9503152,4.730070152,0.33,3.03030303,110.9310895,91.31
8438,800,0.2,0.27,0.6,0.380730788,0.15,0.821683497,250.2721641,4.043597911,0.33,3.03030303,68.97485536,56.52
8439,1100,0.15,0.3,0.6,0.32037215,0.15,0.834772605,294.1816834,3.44005102,0.33,3.03030303,42.26240359,33.92
8440,1100,0.15,0.25,0.6,0.32037215,0.15,0.812252396,286.245351,3.535428598,0.33,3.03030303,45.91405694,33.89
8441,1200,0.12,0.26,0.6,0.280226206,0.15,0.817045048,274.7489212,3.683362961,0.33,3.03030303,51.98672686,38.22
8442,700,0.13,0.26,0.6,0.294012647,0.15,0.817045048,168.1551039,6.018253248,0.33,3.03030303,230.1609777,221.25
8443,1000,0.16,0.25,0.6,0.333021283,0.15,0.812252396,270.4973351,3.741256821,0.33,3.03030303,54.50253872,39.54
8444,1100,0.12,0.2,0.6,0.280226206,0.15,0.78551503,242.1340868,4.179502414,0.33,3.03030303,76.2422489,62.37
8445,800,0.2,0.26,0.6,0.380730788,0.15,0.817045048,248.8593638,4.066553834,0.33,3.03030303,70.1683053,55.7
8446,900,0.17,0.3,0.6,0.345357867,0.15,0.834772605,259.4657573,3.900321994,0.33,3.03030303,61.83203232,60.66
8447,800,0.11,0.29,0.6,0.265971811,0.15,0.830538367,176.7198352,5.726578452,0.33,3.03030303,197.9940621,195.67
8448,1000,0.13,0.21,0.6,0.294012647,0.15,0.791284929,232.6477762,4.349923376,0.33,3.03030303,86.05829712,80.29
8449,1100,0.15,0.21,0.6,0.32037215,0.15,0.791284929,278.8562192,3.629110381,0.33,3.03030303,49.70089104,40.55
8450,1100,0.12,0.24,0.6,0.280226206,0.15,0.807293929,248.8474066,4.066749233,0.33,3.03030303,70.17852283,58.52
8451,900,0.16,0.26,0.6,0.333021283,0.15,0.817045048,244.8840511,4.132568027,0.33,3.03030303,73.67724322,56.05
8452,1200,0.16,0.29,0.6,0.333021283,0.15,0.830538367,331.9043431,3.049071279,0.33,3.03030303,29.32070958,18.72
8453,1000,0.19,0.23,0.6,0.369191897,0.15,0.802156626,296.1497266,3.417190391,0.33,3.03030303,41.41706531,27.71
8454,700,0.12,0.29,0.6,0.280226206,0.15,0.830538367,162.9170312,6.211750808,0.33,3.03030303,253.3254741,252.73
8455,1200,0.13,0.26,0.6,0.294012647,0.15,0.817045048,288.2658923,3.510647728,0.33,3.03030303,44.94575137,27.56
8456,900,0.12,0.31,0.6,0.280226206,0.15,0.838888526,211.5706942,4.78327116,0.33,3.03030303,114.7552944,99.33
8457,1000,0.14,0.27,0.6,0.30738086,0.15,0.821683497,252.56978,4.006813483,0.33,3.03030303,67.09096207,63.73
8458,900,0.15,0.27,0.6,0.32037215,0.15,0.821683497,236.9200576,4.271483007,0.33,3.03030303,81.44126184,68.01
8459,1100,0.18,0.23,0.6,0.357407369,0.15,0.802156626,315.3663587,3.208966246,0.33,3.03030303,34.23259682,20.98
8460,800,0.1,0.2,0.6,0.251188643,0.15,0.78551503,157.8499637,6.4111513,0.33,3.03030303,278.779404,274.32
8461,700,0.14,0.2,0.6,0.30738086,0.15,0.78551503,169.0165999,5.987577555,0.33,3.03030303,226.6243234,225.65
8462,1200,0.18,0.31,0.6,0.357407369,0.15,0.838888526,359.7899294,2.812752435,0.33,3.03030303,22.9617283,7.51
8463,1000,0.16,0.31,0.6,0.333021283,0.15,0.838888526,279.367733,3.62246559,0.33,3.03030303,49.42564321,44.65
8464,1100,0.17,0.22,0.6,0.345357867,0.15,0.796825827,302.7090744,3.343143915,0.33,3.03030303,38.75687071,35.24
8465,800,0.2,0.22,0.6,0.380730788,0.15,0.796825827,242.7008998,4.169741442,0.33,3.03030303,75.70395407,59.47
8466,1100,0.11,0.22,0.6,0.265971811,0.15,0.796825827,233.1265294,4.340990287,0.33,3.03030303,85.52386426,76.59
8467,800,0.14,0.28,0.6,0.30738086,0.15,0.826178149,203.1610801,4.981269047,0.33,3.03030303,129.76319,129.04
8468,700,0.14,0.2,0.6,0.30738086,0.15,0.78551503,169.0165999,5.987577555,0.33,3.03030303,226.6243234,218.09
8469,1200,0.15,0.28,0.6,0.32037215,0.15,0.826178149,317.6213638,3.186183662,0.33,3.03030303,33.50140719,21.26
8470,1100,0.2,0.26,0.6,0.380730788,0.15,0.817045048,342.1816253,2.957493697,0.33,3.03030303,26.73264322,15.99
8471,900,0.17,0.22,0.6,0.345357867,0.15,0.796825827,247.6710609,4.086064785,0.33,3.03030303,71.19346748,52.5
8472,1200,0.12,0.24,0.6,0.280226206,0.15,0.807293929,271.4698981,3.727853464,0.33,3.03030303,53.9129917,34.88
8473,800,0.17,0.21,0.6,0.345357867,0.15,0.791284929,218.62118,4.6290117,0.33,3.03030303,103.903732,86.96
8474,1000,0.2,0.31,0.6,0.380730788,0.15,0.838888526,319.3906892,3.168533193,0.33,3.03030303,32.94217774,22.48
8475,1000,0.16,0.26,0.6,0.333021283,0.15,0.817045048,272.0933902,3.719311224,0.33,3.03030303,53.53949928,53.02
8476,900,0.11,0.23,0.6,0.265971811,0.15,0.802156626,192.0159459,5.27039562,0.33,3.03030303,153.9585055,150.46
8477,1100,0.12,0.31,0.6,0.280226206,0.15,0.838888526,258.5864041,3.913585494,0.33,3.03030303,62.47140735,42.77
8478,1100,0.13,0.3,0.6,0.294012647,0.15,0.834772605,269.9770731,3.748466447,0.33,3.03030303,54.82143345,54.28
8479,1000,0.11,0.31,0.6,0.265971811,0.15,0.838888526,223.1207007,4.535661625,0.33,3.03030303,97.68325966,96.06
8480,900,0.19,0.28,0.6,0.369191897,0.15,0.826178149,274.5164504,3.68648217,0.33,3.03030303,52.12024856,45.09
8481,1100,0.15,0.2,0.6,0.32037215,0.15,0.78551503,276.8228528,3.655767542,0.33,3.03030303,50.81543813,49.17
8482,1200,0.14,0.27,0.6,0.30738086,0.15,0.821683497,303.0837361,3.339011236,0.33,3.03030303,38.61187129,18.81
8483,800,0.2,0.3,0.6,0.380730788,0.15,0.834772605,254.2589052,3.980194909,0.33,3.03030303,65.74942197,53.72
8484,1200,0.14,0.21,0.6,0.30738086,0.15,0.791284929,291.8710105,3.46728508,0.33,3.03030303,43.28445685,40.7
8485,1000,0.19,0.23,0.6,0.369191897,0.15,0.802156626,296.1497266,3.417190391,0.33,3.03030303,41.41706531,22.2
8486,800,0.13,0.28,0.6,0.294012647,0.15,0.826178149,194.3254594,5.207758176,0.33,3.03030303,148.4803968,140.57
8487,1200,0.18,0.2,0.6,0.357407369,0.15,0.78551503,336.8986327,3.003870903,0.33,3.03030303,28.02328102,14.36
8488,1000,0.16,0.27,0.6,0.333021283,0.15,0.821683497,273.6380924,3.698315505,0.33,3.03030303,52.62887857,50.43
8489,1100,0.16,0.3,0.6,0.333021283,0.15,0.834772605,305.7967483,3.309387709,0.33,3.03030303,37.58312405,22.16
8490,900,0.12,0.2,0.6,0.280226206,0.15,0.78551503,198.1097073,5.108280728,0.33,3.03030303,140.0512985,138.38
8491,1200,0.14,0.19,0.6,0.30738086,0.15,0.779494473,287.5220178,3.519730446,0.33,3.03030303,45.29905121,40.33
8492,1200,0.12,0.22,0.6,0.280226206,0.15,0.796825827,267.9497744,3.776827214,0.33,3.03030303,56.08801246,46.47
8493,1100,0.13,0.31,0.6,0.294012647,0.15,0.838888526,271.3082191,3.73007498,0.33,3.03030303,54.01040828,35.7
8494,700,0.15,0.24,0.6,0.32037215,0.15,0.807293929,181.044144,5.58979693,0.33,3.03030303,184.0078949,166.38
8495,1200,0.18,0.23,0.6,0.357407369,0.15,0.802156626,344.0360276,2.941552392,0.33,3.03030303,26.29838352,23.56
8496,900,0.17,0.26,0.6,0.345357867,0.15,0.817045048,253.9556412,3.984947903,0.33,3.03030303,65.98763596,57.15
8497,1100,0.18,0.19,0.6,0.357407369,0.15,0.779494473,306.456776,3.302260153,0.33,3.03030303,37.33837443,33.34
8498,1200,0.16,0.19,0.6,0.333021283,0.15,0.779494473,311.5058993,3.248734622,0.33,3.03030303,35.53441763,24.95
8499,800,0.1,0.29,0.6,0.251188643,0.15,0.830538367,166.8974444,6.063603931,0.33,3.03030303,235.456993,228.89
8500,1000,0.14,0.2,0.6,0.30738086,0.15,0.78551503,241.4522856,4.191304289,0.33,3.03030303,76.89651215,57.88
8501,1100,0.18,0.23,0.6,0.357407369,0.15,0.802156626,315.3663587,3.208966246,0.33,3.03030303,34.23259682,60.85
8502,1100,0.17,0.23,0.6,0.345357867,0.15,0.802156626,304.7342112,3.320926771,0.33,3.03030303,37.98163305,58.62
8503,900,0.14,0.28,0.6,0.30738086,0.15,0.826178149,228.5562151,4.427794709,0.33,3.03030303,90.81213154,119.44
8504,800,0.12,0.24,0.6,0.280226206,0.15,0.807293929,180.9799321,5.591780196,0.33,3.03030303,184.2058032,184.55
8505,700,0.18,0.29,0.6,0.357407369,0.15,0.830538367,207.7883731,4.870339879,0.33,3.03030303,121.2028797,128.22
8506,800,0.2,0.27,0.6,0.380730788,0.15,0.821683497,250.2721641,4.043597911,0.33,3.03030303,68.97485536,80.72
8507,1000,0.2,0.26,0.6,0.380730788,0.15,0.817045048,311.0742048,3.253243067,0.33,3.03030303,35.68406169,61.19
8508,1000,0.14,0.2,0.6,0.30738086,0.15,0.78551503,241.4522856,4.191304289,0.33,3.03030303,76.89651215,84.26
8509,900,0.14,0.19,0.6,0.30738086,0.15,0.779494473,215.6415133,4.692973928,0.33,3.03030303,108.3156818,117.34
8510,900,0.17,0.3,0.6,0.345357867,0.15,0.834772605,259.4657573,3.900321994,0.33,3.03030303,61.83203232,65.6
8511,700,0.15,0.21,0.6,0.32037215,0.15,0.791284929,177.4539577,5.702887742,0.33,3.03030303,195.522361,211.07
8512,800,0.13,0.21,0.6,0.294012647,0.15,0.791284929,186.1182209,5.43740422,0.33,3.03030303,169.2230251,175.43
8513,1100,0.17,0.3,0.6,0.345357867,0.15,0.834772605,317.1248145,3.191172541,0.33,3.03030303,33.66061757,35.5
8514,700,0.12,0.31,0.6,0.280226206,0.15,0.838888526,164.5549844,6.149920062,0.33,3.03030303,245.7613295,251.5
8515,800,0.2,0.23,0.6,0.380730788,0.15,0.802156626,244.3245794,4.142031074,0.33,3.03030303,74.18967918,92.65
8516,1200,0.17,0.24,0.6,0.345357867,0.15,0.807293929,334.5663706,3.024810886,0.33,3.03030303,28.61945077,43.48
8517,1100,0.2,0.31,0.6,0.380730788,0.15,0.838888526,351.3297581,2.880484721,0.33,3.03030303,24.67856636,49.21
8518,900,0.15,0.31,0.6,0.32037215,0.15,0.838888526,241.8808683,4.18387782,0.33,3.03030303,76.48437246,79.64
8519,800,0.15,0.23,0.6,0.32037215,0.15,0.802156626,205.5909143,4.922396516,0.33,3.03030303,125.1713201,145.79
8520,900,0.1,0.21,0.6,0.251188643,0.15,0.791284929,178.8856089,5.657246584,0.33,3.03030303,190.8189677,190.99
8521,700,0.11,0.22,0.6,0.265971811,0.15,0.796825827,148.353246,6.821556166,0.33,3.03030303,336.449257,343.75
8522,1100,0.2,0.26,0.6,0.380730788,0.15,0.817045048,342.1816253,2.957493697,0.33,3.03030303,26.73264322,51.01
8523,1200,0.16,0.24,0.6,0.333021283,0.15,0.807293929,322.6152718,3.136863281,0.33,3.03030303,31.95450488,47.96
8524,900,0.19,0.24,0.6,0.369191897,0.15,0.807293929,268.2417392,3.772716368,0.33,3.03030303,55.90322171,59.04
8525,1000,0.17,0.29,0.6,0.345357867,0.15,0.830538367,286.8329586,3.5281859,0.33,3.03030303,45.62961963,64.81
8526,1200,0.12,0.31,0.6,0.280226206,0.15,0.838888526,282.094259,3.58745337,0.33,3.03030303,47.99218237,61.66
8527,1200,0.11,0.24,0.6,0.265971811,0.15,0.807293929,257.6609142,3.927642666,0.33,3.03030303,63.15386092,85.54
8528,700,0.1,0.26,0.6,0.251188643,0.15,0.817045048,143.6627059,7.04427773,0.33,3.03030303,370.8526828,374.29
8529,900,0.15,0.21,0.6,0.32037215,0.15,0.791284929,228.1550884,4.435579355,0.33,3.03030303,91.2968128,101.38
8530,1100,0.19,0.26,0.6,0.369191897,0.15,0.817045048,331.8110524,3.049928545,0.33,3.03030303,29.34569761,40.02
